,,0
PAYX,XEL,-0.4034504250336725
WBD,INTU,-0.4032365674992276
INTU,WBD,-0.4032365674992276
CHTR,PYPL,-0.4029520843859144
PYPL,CHTR,-0.4029520843859144
GOOG,GFS,-0.4027849042723331
GFS,GOOG,-0.4027849042723331
GILD,CSGP,-0.4024490017419612
CSGP,GILD,-0.4024490017419612
WBA,ISRG,-0.4024092335054414
ISRG,WBA,-0.4024092335054414
EXC,NXPI,-0.4019026566353393
NXPI,EXC,-0.4019026566353393
ILMN,MRVL,-0.401666047726199
MRVL,ILMN,-0.401666047726199
BIIB,CPRT,-0.401343191383067
CPRT,BIIB,-0.401343191383067
ODFL,DXCM,-0.4004027711497706
DXCM,ODFL,-0.4004027711497706
CSCO,DXCM,-0.3996898790629195
DXCM,CSCO,-0.3996898790629195
CEG,GEHC,-0.3994907914292328
GEHC,CEG,-0.3994907914292328
ROST,ANSS,-0.3993714585597033
ANSS,ROST,-0.3993714585597033
CRWD,PEP,-0.3989570041351037
PEP,CRWD,-0.3989570041351037
MELI,KDP,-0.3982888796560106
KDP,MELI,-0.3982888796560106
PEP,BKR,-0.3974798571465668
BKR,PEP,-0.3974798571465668
PEP,TEAM,-0.3972311285264241
TEAM,PEP,-0.3972311285264241
TXN,BKNG,-0.3961294308801683
BKNG,TXN,-0.3961294308801683
JD,MNST,-0.3959320659009711
MNST,JD,-0.3959320659009711
PDD,ENPH,-0.3954239798926087
ENPH,PDD,-0.3954239798926087
GOOGL,GFS,-0.3953161132090373
GFS,GOOGL,-0.3953161132090373
TXN,FAST,-0.3943143569825905
FAST,TXN,-0.3943143569825905
AMD,TMUS,-0.3919096289594913
TMUS,AMD,-0.3919096289594913
FAST,DLTR,-0.3915589030289596
DLTR,FAST,-0.3915589030289596
SBUX,CDNS,-0.39008003978836
CDNS,SBUX,-0.39008003978836
AAPL,HON,-0.3899423227912785
HON,AAPL,-0.3899423227912785
DXCM,INTU,-0.3898621644534004
INTU,DXCM,-0.3898621644534004
ADP,SBUX,-0.3898238964983491
SBUX,ADP,-0.3898238964983491
CMCSA,SBUX,-0.3890540291753955
SBUX,CMCSA,-0.3890540291753955
JD,ON,-0.3887685804054047
ON,JD,-0.3887685804054047
EXC,CSCO,-0.3885384044646618
CSCO,EXC,-0.3885384044646618
EA,WBD,-0.3882484069706896
WBD,EA,-0.3882484069706896
SBUX,SGEN,-0.3881835961978673
SGEN,SBUX,-0.3881835961978673
CRWD,ZM,-0.3879751283156832
ZM,CRWD,-0.3879751283156832
MDLZ,FANG,-0.3879741651550052
FANG,MDLZ,-0.3879741651550052
MDLZ,SIRI,-0.3876287911371183
SIRI,MDLZ,-0.3876287911371183
MSFT,WBD,-0.3872915680527321
WBD,MSFT,-0.3872915680527321
CHTR,GEHC,-0.3869918698825827
GEHC,CHTR,-0.3869918698825827
KHC,PAYX,-0.3867946816071728
PAYX,KHC,-0.3867946816071728
BKR,KDP,-0.3859772606858381
KDP,BKR,-0.3859772606858381
SBUX,ON,-0.3855835567626626
ON,SBUX,-0.3855835567626626
DLTR,TTD,-0.3852915250443691
TTD,DLTR,-0.3852915250443691
PDD,ADI,-0.3851328387998725
ADI,PDD,-0.3851328387998725
FANG,ADI,-0.3845630587740562
ADI,FANG,-0.3845630587740562
ILMN,ADP,-0.3841966870975056
ADP,ILMN,-0.3841966870975056
BIIB,PAYX,-0.3840811941013464
PAYX,BIIB,-0.3840811941013464
ZM,MSFT,-0.383760574514642
MSFT,ZM,-0.383760574514642
NXPI,KDP,-0.3833101747854611
KDP,NXPI,-0.3833101747854611
SBUX,CTAS,-0.3828540132792321
CTAS,SBUX,-0.3828540132792321
ORLY,EXC,-0.3826681953034638
EXC,ORLY,-0.3826681953034638
CHTR,GILD,-0.3823718779804742
GILD,CHTR,-0.3823718779804742
DXCM,ADP,-0.3814230003825125
ADP,DXCM,-0.3814230003825125
KHC,ADSK,-0.3809728566353535
ADSK,KHC,-0.3809728566353535
ADBE,GFS,-0.3799975170021802
GFS,ADBE,-0.3799975170021802
ODFL,PEP,-0.3795236267699379
PEP,ODFL,-0.3795236267699379
MSFT,BIIB,-0.3784415413333515
BIIB,MSFT,-0.3784415413333515
NVDA,TMUS,-0.3782855002907318
TMUS,NVDA,-0.3782855002907318
ROST,DXCM,-0.3781235529857644
DXCM,ROST,-0.3781235529857644
EBAY,SNPS,-0.377716882605171
SNPS,EBAY,-0.377716882605171
ADSK,AEP,-0.3773673259161335
AEP,ADSK,-0.3773673259161335
NXPI,ILMN,-0.3770869672405944
ILMN,NXPI,-0.3770869672405944
KHC,AMGN,-0.3767988666536416
AMGN,KHC,-0.3767988666536416
EBAY,INTC,-0.3763275804715829
INTC,EBAY,-0.3763275804715829
KDP,CTSH,-0.3762702673649689
CTSH,KDP,-0.3762702673649689
SBUX,CHTR,-0.3760543397370862
CHTR,SBUX,-0.3760543397370862
CSCO,TMUS,-0.3760270438894135
TMUS,CSCO,-0.3760270438894135
SIRI,ALGN,-0.3758859188877183
ALGN,SIRI,-0.3758859188877183
CPRT,SBUX,-0.3750981121954402
SBUX,CPRT,-0.3750981121954402
AMGN,PYPL,-0.374665651284552
PYPL,AMGN,-0.374665651284552
MNST,MRNA,-0.374632643355453
MRNA,MNST,-0.374632643355453
TEAM,DXCM,-0.3733893153228088
DXCM,TEAM,-0.3733893153228088
GFS,ORLY,-0.373125822893708
ORLY,GFS,-0.373125822893708
ADBE,AZN,-0.3730407555880984
AZN,ADBE,-0.3730407555880984
BKR,TXN,-0.3725233367420391
TXN,BKR,-0.3725233367420391
NFLX,DLTR,-0.3720591244250312
DLTR,NFLX,-0.3720591244250312
EA,MRNA,-0.3719997748833702
MRNA,EA,-0.3719997748833702
ABNB,HON,-0.3717884474372299
HON,ABNB,-0.3717884474372299
LULU,EBAY,-0.3717644201632807
EBAY,LULU,-0.3717644201632807
PEP,REGN,-0.3706866302368267
REGN,PEP,-0.3706866302368267
AEP,ISRG,-0.3706145147089377
ISRG,AEP,-0.3706145147089377
BIIB,MELI,-0.3702866562850301
MELI,BIIB,-0.3702866562850301
ZM,CTAS,-0.3690421754716244
CTAS,ZM,-0.3690421754716244
ISRG,PYPL,-0.3688778906665258
PYPL,ISRG,-0.3688778906665258
ADP,AEP,-0.3684639227319126
AEP,ADP,-0.3684639227319126
ALGN,TMUS,-0.3683381779069307
TMUS,ALGN,-0.3683381779069307
TMUS,VRSK,-0.3679494188357408
VRSK,TMUS,-0.3679494188357408
ON,MRNA,-0.3672462130344374
MRNA,ON,-0.3672462130344374
AMAT,TMUS,-0.3659543423474372
TMUS,AMAT,-0.3659543423474372
AMD,SIRI,-0.3649170399771899
SIRI,AMD,-0.3649170399771899
AMZN,WBD,-0.364508787697885
WBD,AMZN,-0.364508787697885
ZM,VRSK,-0.3643637208935408
VRSK,ZM,-0.3643637208935408
ZM,CPRT,-0.3641407601571884
CPRT,ZM,-0.3641407601571884
KHC,ISRG,-0.3639255192248738
ISRG,KHC,-0.3639255192248738
ROST,WBD,-0.3635278332279648
WBD,ROST,-0.3635278332279648
WBD,NVDA,-0.3634025420564021
NVDA,WBD,-0.3634025420564021
FANG,EXC,-0.3633278200742365
EXC,FANG,-0.3633278200742365
FANG,JD,-0.3629519548440753
JD,FANG,-0.3629519548440753
HON,TSLA,-0.362676659464823
TSLA,HON,-0.362676659464823
HON,ZS,-0.3616468130849577
ZS,HON,-0.3616468130849577
CMCSA,GFS,-0.3616467551449497
GFS,CMCSA,-0.3616467551449497
MNST,ENPH,-0.3616425459389313
ENPH,MNST,-0.3616425459389313
PDD,ANSS,-0.3612820906913918
ANSS,PDD,-0.3612820906913918
ADP,BIIB,-0.3608158831178911
BIIB,ADP,-0.3608158831178911
SIRI,REGN,-0.3607509567281493
REGN,SIRI,-0.3607509567281493
SBUX,MAR,-0.3606317528117393
MAR,SBUX,-0.3606317528117393
GFS,AMZN,-0.3595795234827516
AMZN,GFS,-0.3595795234827516
ROST,KHC,-0.3584846597758612
KHC,ROST,-0.3584846597758612
AZN,COST,-0.3584358379031951
COST,AZN,-0.3584358379031951
WBD,CPRT,-0.3583401967313374
CPRT,WBD,-0.3583401967313374
XEL,ROST,-0.3580535727616515
ROST,XEL,-0.3580535727616515
CSGP,XEL,-0.3579293262706485
XEL,CSGP,-0.3579293262706485
BIIB,NXPI,-0.357855107071108
NXPI,BIIB,-0.357855107071108
META,ZM,-0.3571395228387189
ZM,META,-0.3571395228387189
SGEN,BIIB,-0.3570136746532988
BIIB,SGEN,-0.3570136746532988
CSCO,KDP,-0.356825468474073
KDP,CSCO,-0.356825468474073
CSGP,TMUS,-0.3566284319555911
TMUS,CSGP,-0.3566284319555911
CRWD,GFS,-0.3561096205730833
GFS,CRWD,-0.3561096205730833
SBUX,BKNG,-0.3556082497015229
BKNG,SBUX,-0.3556082497015229
XEL,ISRG,-0.3541523137522381
ISRG,XEL,-0.3541523137522381
EA,ZM,-0.3538998153169677
ZM,EA,-0.3538998153169677
GILD,MDLZ,-0.3536673805153429
MDLZ,GILD,-0.3536673805153429
ROST,ADI,-0.3536362991448623
ADI,ROST,-0.3536362991448623
SNPS,PEP,-0.3532786414262598
PEP,SNPS,-0.3532786414262598
PDD,GFS,-0.3523033845653199
GFS,PDD,-0.3523033845653199
PDD,WBD,-0.3520949364449312
WBD,PDD,-0.3520949364449312
BKR,HON,-0.3505321993709487
HON,BKR,-0.3505321993709487
EBAY,REGN,-0.3499173948353149
REGN,EBAY,-0.3499173948353149
WBD,COST,-0.3497389724895219
COST,WBD,-0.3497389724895219
MDLZ,JD,-0.34955896090599
JD,MDLZ,-0.34955896090599
DLTR,ADP,-0.3494049305661079
ADP,DLTR,-0.3494049305661079
PDD,MRNA,-0.3491742184994541
MRNA,PDD,-0.3491742184994541
SBUX,VRTX,-0.3490313025123254
VRTX,SBUX,-0.3490313025123254
COST,PEP,-0.3489735618919818
PEP,COST,-0.3489735618919818
ADBE,PEP,-0.3486338824753641
PEP,ADBE,-0.3486338824753641
ON,ENPH,-0.3485353418169304
ENPH,ON,-0.3485353418169304
TMUS,AVGO,-0.3485326373172346
AVGO,TMUS,-0.3485326373172346
SIRI,AZN,-0.3485317336824177
AZN,SIRI,-0.3485317336824177
CTAS,HON,-0.347845736807863
HON,CTAS,-0.347845736807863
TEAM,AZN,-0.3476271362423971
AZN,TEAM,-0.3476271362423971
META,WBD,-0.3470605205203212
WBD,META,-0.3470605205203212
GOOGL,TMUS,-0.3469180643296422
TMUS,GOOGL,-0.3469180643296422
GFS,INTU,-0.3468939577675693
INTU,GFS,-0.3468939577675693
ABNB,KDP,-0.3468490259934833
KDP,ABNB,-0.3468490259934833
SIRI,ADI,-0.3462170146108381
ADI,SIRI,-0.3462170146108381
MELI,DLTR,-0.3462141145628831
DLTR,MELI,-0.3462141145628831
KDP,ON,-0.3461873438445338
ON,KDP,-0.3461873438445338
PAYX,ILMN,-0.3449064116723775
ILMN,PAYX,-0.3449064116723775
MSFT,SBUX,-0.3448409334175258
SBUX,MSFT,-0.3448409334175258
ADBE,EBAY,-0.344210378925358
EBAY,ADBE,-0.344210378925358
TMUS,AAPL,-0.3432373356612136
AAPL,TMUS,-0.3432373356612136
ZM,CEG,-0.3416168645620366
CEG,ZM,-0.3416168645620366
TSLA,BIIB,-0.3407505364673373
BIIB,TSLA,-0.3407505364673373
GILD,FTNT,-0.3406189535851717
FTNT,GILD,-0.3406189535851717
GFS,ADP,-0.3401968573365101
ADP,GFS,-0.3401968573365101
ZS,GFS,-0.3400271620727433
GFS,ZS,-0.3400271620727433
PEP,INTU,-0.3397830654433508
INTU,PEP,-0.3397830654433508
MNST,SIRI,-0.3397576921069791
SIRI,MNST,-0.3397576921069791
NXPI,SBUX,-0.3396478370812877
SBUX,NXPI,-0.3396478370812877
AZN,CRWD,-0.3393076883081324
CRWD,AZN,-0.3393076883081324
ILMN,EA,-0.3393005331473172
EA,ILMN,-0.3393005331473172
LRCX,TMUS,-0.3385542100222636
TMUS,LRCX,-0.3385542100222636
WBD,FANG,-0.3379251351747056
FANG,WBD,-0.3379251351747056
AEP,ROST,-0.3377430423160873
ROST,AEP,-0.3377430423160873
TMUS,GOOG,-0.3375845290700958
GOOG,TMUS,-0.3375845290700958
ADP,WBD,-0.3375071301940362
WBD,ADP,-0.3375071301940362
WBA,EA,-0.337109494296846
EA,WBA,-0.337109494296846
INTC,GFS,-0.3370299190079849
GFS,INTC,-0.3370299190079849
LRCX,TXN,-0.3361800816580039
TXN,LRCX,-0.3361800816580039
WBD,PANW,-0.3357991733516426
PANW,WBD,-0.3357991733516426
ENPH,ROST,-0.3354104622855229
ROST,ENPH,-0.3354104622855229
KHC,CSGP,-0.3348318686541828
CSGP,KHC,-0.3348318686541828
DXCM,CRWD,-0.334735139005779
CRWD,DXCM,-0.334735139005779
PDD,PYPL,-0.3344367563878839
PYPL,PDD,-0.3344367563878839
EA,JD,-0.3343027413029172
JD,EA,-0.3343027413029172
TXN,ODFL,-0.3337151688167396
ODFL,TXN,-0.3337151688167396
CHTR,JD,-0.3331115007325067
JD,CHTR,-0.3331115007325067
INTU,AZN,-0.3327931504587344
AZN,INTU,-0.3327931504587344
CSGP,AEP,-0.3324698937046503
AEP,CSGP,-0.3324698937046503
KDP,CHTR,-0.3324170234074396
CHTR,KDP,-0.3324170234074396
AMGN,AEP,-0.3311755761645564
AEP,AMGN,-0.3311755761645564
AMD,SBUX,-0.3309255117798315
SBUX,AMD,-0.3309255117798315
GOOG,ZM,-0.330513080890742
ZM,GOOG,-0.330513080890742
HON,KLAC,-0.3303162635540598
KLAC,HON,-0.3303162635540598
AAPL,SIRI,-0.3302329927186517
SIRI,AAPL,-0.3302329927186517
CDNS,EBAY,-0.3297268026964864
EBAY,CDNS,-0.3297268026964864
ADSK,ENPH,-0.3293040951729912
ENPH,ADSK,-0.3293040951729912
TMUS,ANSS,-0.3292940096419728
ANSS,TMUS,-0.3292940096419728
EBAY,PANW,-0.3288084001107765
PANW,EBAY,-0.3288084001107765
DXCM,COST,-0.3276812860332119
COST,DXCM,-0.3276812860332119
ASML,FANG,-0.3273723734141759
FANG,ASML,-0.3273723734141759
BIIB,DDOG,-0.3273308509113078
DDOG,BIIB,-0.3273308509113078
ADP,WBA,-0.3271590652790444
WBA,ADP,-0.3271590652790444
GFS,SNPS,-0.3265390008748294
SNPS,GFS,-0.3265390008748294
TMUS,DDOG,-0.3264332142157852
DDOG,TMUS,-0.3264332142157852
KDP,FANG,-0.326109758481363
FANG,KDP,-0.326109758481363
AZN,SNPS,-0.32578367675802
SNPS,AZN,-0.32578367675802
EBAY,INTU,-0.3254362844267575
INTU,EBAY,-0.3254362844267575
DDOG,WBD,-0.3251373512761407
WBD,DDOG,-0.3251373512761407
GOOGL,ZM,-0.3246853229745496
ZM,GOOGL,-0.3246853229745496
WBA,ADSK,-0.3244703079184539
ADSK,WBA,-0.3244703079184539
SNPS,ZM,-0.3242251908970429
ZM,SNPS,-0.3242251908970429
TXN,MELI,-0.3241746149669344
MELI,TXN,-0.3241746149669344
DXCM,ZS,-0.3239691697646248
ZS,DXCM,-0.3239691697646248
GEHC,PAYX,-0.3237718391270657
PAYX,GEHC,-0.3237718391270657
CSGP,WBA,-0.3237502759046245
WBA,CSGP,-0.3237502759046245
GOOG,DXCM,-0.3228243769929415
DXCM,GOOG,-0.3228243769929415
CDNS,ZM,-0.3223436639297777
ZM,CDNS,-0.3223436639297777
AZN,CTSH,-0.3223217730502087
CTSH,AZN,-0.3223217730502087
DLTR,AMD,-0.3222823977915539
AMD,DLTR,-0.3222823977915539
TXN,CMCSA,-0.3222769601241477
CMCSA,TXN,-0.3222769601241477
ZM,FAST,-0.3222697404761897
FAST,ZM,-0.3222697404761897
ENPH,EA,-0.3222128308200155
EA,ENPH,-0.3222128308200155
GILD,MCHP,-0.3215914300660357
MCHP,GILD,-0.3215914300660357
HON,ORLY,-0.3212683697052564
ORLY,HON,-0.3212683697052564
AZN,KLAC,-0.3201273393359347
KLAC,AZN,-0.3201273393359347
HON,CTSH,-0.3200192089799856
CTSH,HON,-0.3200192089799856
COST,GFS,-0.3190087076000232
GFS,COST,-0.3190087076000232
ORLY,DLTR,-0.318602555967314
DLTR,ORLY,-0.318602555967314
EXC,ABNB,-0.3175919980130074
ABNB,EXC,-0.3175919980130074
MU,WBD,-0.3173494369365389
WBD,MU,-0.3173494369365389
SBUX,INTC,-0.316970157370773
INTC,SBUX,-0.316970157370773
CMCSA,TMUS,-0.3165314773203868
TMUS,CMCSA,-0.3165314773203868
CSGP,ILMN,-0.3164643161629792
ILMN,CSGP,-0.3164643161629792
ENPH,ANSS,-0.3163822494828529
ANSS,ENPH,-0.3163822494828529
BIIB,CMCSA,-0.3163075760735406
CMCSA,BIIB,-0.3163075760735406
ABNB,BIIB,-0.3158790014296123
BIIB,ABNB,-0.3158790014296123
DXCM,ADBE,-0.3157666146913018
ADBE,DXCM,-0.3157666146913018
NXPI,TMUS,-0.3157147828640997
TMUS,NXPI,-0.3157147828640997
PAYX,AEP,-0.315685023015644
AEP,PAYX,-0.315685023015644
MSFT,EBAY,-0.3155177340414361
EBAY,MSFT,-0.3155177340414361
GILD,REGN,-0.3154715798288095
REGN,GILD,-0.3154715798288095
MU,GFS,-0.3151518671159902
GFS,MU,-0.3151518671159902
IDXX,PDD,-0.3143375771760315
PDD,IDXX,-0.3143375771760315
BKR,GFS,-0.3142788724350556
GFS,BKR,-0.3142788724350556
ANSS,KDP,-0.3142626075132289
KDP,ANSS,-0.3142626075132289
DXCM,GOOGL,-0.3141371198089829
GOOGL,DXCM,-0.3141371198089829
MDLZ,ROST,-0.31329405946442
ROST,MDLZ,-0.31329405946442
INTC,PEP,-0.3127240528707525
PEP,INTC,-0.3127240528707525
AZN,ADSK,-0.3125642085330147
ADSK,AZN,-0.3125642085330147
QCOM,VRSK,-0.3124541749760337
VRSK,QCOM,-0.3124541749760337
GFS,AVGO,-0.3119875155394422
AVGO,GFS,-0.3119875155394422
EBAY,GOOG,-0.31191893233945
GOOG,EBAY,-0.31191893233945
WBA,ON,-0.3118230552663951
ON,WBA,-0.3118230552663951
WBD,ISRG,-0.3115613566757487
ISRG,WBD,-0.3115613566757487
AZN,PAYX,-0.3104576903419836
PAYX,AZN,-0.3104576903419836
GFS,CHTR,-0.3101454702174629
CHTR,GFS,-0.3101454702174629
AVGO,EBAY,-0.3094588672089522
EBAY,AVGO,-0.3094588672089522
META,EBAY,-0.3088147292855622
EBAY,META,-0.3088147292855622
PCAR,WBD,-0.3082854511383599
WBD,PCAR,-0.3082854511383599
ALGN,CEG,-0.3069496298392619
CEG,ALGN,-0.3069496298392619
GFS,MAR,-0.3067064275275471
MAR,GFS,-0.3067064275275471
EBAY,GOOGL,-0.3061182254511033
GOOGL,EBAY,-0.3061182254511033
META,TMUS,-0.3049499896522173
TMUS,META,-0.3049499896522173
EBAY,VRSK,-0.3047955473448402
VRSK,EBAY,-0.3047955473448402
CDNS,WBD,-0.3046630277273554
WBD,CDNS,-0.3046630277273554
AMAT,TXN,-0.3040583146591334
TXN,AMAT,-0.3040583146591334
SBUX,REGN,-0.3037880237548944
REGN,SBUX,-0.3037880237548944
ILMN,ABNB,-0.3037144708421272
ABNB,ILMN,-0.3037144708421272
ZM,NVDA,-0.3035265351219424
NVDA,ZM,-0.3035265351219424
WBD,CSGP,-0.3027509046207215
CSGP,WBD,-0.3027509046207215
PEP,PCAR,-0.3022369619810255
PCAR,PEP,-0.3022369619810255
VRTX,BIIB,-0.3017177780096726
BIIB,VRTX,-0.3017177780096726
EXC,ADSK,-0.3006690927444496
ADSK,EXC,-0.3006690927444496
PEP,KLAC,-0.2988581650010838
KLAC,PEP,-0.2988581650010838
PANW,ZM,-0.2977293629698319
ZM,PANW,-0.2977293629698319
TMUS,MDLZ,-0.2974395401938917
MDLZ,TMUS,-0.2974395401938917
ZM,AVGO,-0.2970552394911521
AVGO,ZM,-0.2970552394911521
JD,FTNT,-0.296688802623651
FTNT,JD,-0.296688802623651
ANSS,KHC,-0.2963978342661673
KHC,ANSS,-0.2963978342661673
ON,AMGN,-0.2958466107452746
AMGN,ON,-0.2958466107452746
SBUX,DDOG,-0.2955951022188989
DDOG,SBUX,-0.2955951022188989
PAYX,WBA,-0.2944819308620537
WBA,PAYX,-0.2944819308620537
GILD,EA,-0.2938906286053818
EA,GILD,-0.2938906286053818
EBAY,CPRT,-0.2922412537390428
CPRT,EBAY,-0.2922412537390428
LRCX,WBD,-0.2911609160606703
WBD,LRCX,-0.2911609160606703
DXCM,CMCSA,-0.2908597731461751
CMCSA,DXCM,-0.2908597731461751
SBUX,FANG,-0.2904322666122311
FANG,SBUX,-0.2904322666122311
EBAY,NVDA,-0.2903189300347837
NVDA,EBAY,-0.2903189300347837
BKR,GEHC,-0.289600548528561
GEHC,BKR,-0.289600548528561
GFS,CPRT,-0.2889009022340945
CPRT,GFS,-0.2889009022340945
SBUX,AAPL,-0.2886983548095382
AAPL,SBUX,-0.2886983548095382
FANG,EBAY,-0.2884615180896308
EBAY,FANG,-0.2884615180896308
TMUS,WDAY,-0.288190905855042
WDAY,TMUS,-0.288190905855042
PDD,EBAY,-0.2880291181440299
EBAY,PDD,-0.2880291181440299
XEL,AMGN,-0.2867636832722325
AMGN,XEL,-0.2867636832722325
AAPL,DLTR,-0.2862546606532031
DLTR,AAPL,-0.2862546606532031
DDOG,DLTR,-0.2859157385014065
DLTR,DDOG,-0.2859157385014065
TXN,WDAY,-0.2857567796837061
WDAY,TXN,-0.2857567796837061
DXCM,SNPS,-0.2841184655527595
SNPS,DXCM,-0.2841184655527595
MSFT,GFS,-0.2839375414842315
GFS,MSFT,-0.2839375414842315
ORLY,EBAY,-0.2838333312720785
EBAY,ORLY,-0.2838333312720785
XEL,ANSS,-0.2837534232331917
ANSS,XEL,-0.2837534232331917
SBUX,FAST,-0.2822051332241905
FAST,SBUX,-0.2822051332241905
TMUS,AMZN,-0.2820371530782689
AMZN,TMUS,-0.2820371530782689
GFS,NVDA,-0.2818749542282656
NVDA,GFS,-0.2818749542282656
VRTX,EBAY,-0.2811339264215691
EBAY,VRTX,-0.2811339264215691
ENPH,AMGN,-0.279362083515481
AMGN,ENPH,-0.279362083515481
INTC,AZN,-0.2792207526674915
AZN,INTC,-0.2792207526674915
QCOM,ORLY,-0.279179443622955
ORLY,QCOM,-0.279179443622955
ADI,CEG,-0.2789488593046744
CEG,ADI,-0.2789488593046744
GILD,ADSK,-0.2783632972192309
ADSK,GILD,-0.2783632972192309
FANG,MNST,-0.278270057654893
MNST,FANG,-0.278270057654893
WBD,BKR,-0.278008522920405
BKR,WBD,-0.278008522920405
CSGP,MRNA,-0.2776283986816387
MRNA,CSGP,-0.2776283986816387
INTC,ZM,-0.2772052252136492
ZM,INTC,-0.2772052252136492
EBAY,KLAC,-0.276976519785541
KLAC,EBAY,-0.276976519785541
DLTR,MRVL,-0.2763607103242191
MRVL,DLTR,-0.2763607103242191
BKNG,DXCM,-0.2758446894488148
DXCM,BKNG,-0.2758446894488148
AMGN,CSX,-0.2754012600201067
CSX,AMGN,-0.2754012600201067
CDNS,SIRI,-0.2753219905605044
SIRI,CDNS,-0.2753219905605044
ZM,AMZN,-0.2747023585888148
AMZN,ZM,-0.2747023585888148
CTAS,AZN,-0.2738687267960809
AZN,CTAS,-0.2738687267960809
SIRI,META,-0.2737094321510301
META,SIRI,-0.2737094321510301
PANW,TMUS,-0.273426371999272
TMUS,PANW,-0.273426371999272
META,GFS,-0.2734160203338519
GFS,META,-0.2734160203338519
TMUS,NFLX,-0.2730213445016597
NFLX,TMUS,-0.2730213445016597
TEAM,TXN,-0.2726447605367242
TXN,TEAM,-0.2726447605367242
CTSH,SBUX,-0.2726067225371982
SBUX,CTSH,-0.2726067225371982
SBUX,NFLX,-0.2722761197633521
NFLX,SBUX,-0.2722761197633521
GFS,LRCX,-0.2720081164137541
LRCX,GFS,-0.2720081164137541
EA,PYPL,-0.271765678330623
PYPL,EA,-0.271765678330623
MAR,DXCM,-0.2710714536032979
DXCM,MAR,-0.2710714536032979
SGEN,QCOM,-0.271035987961176
QCOM,SGEN,-0.271035987961176
QCOM,AZN,-0.2704240605723176
AZN,QCOM,-0.2704240605723176
FTNT,ADP,-0.2703962603029548
ADP,FTNT,-0.2703962603029548
BIIB,ORLY,-0.2703596911969315
ORLY,BIIB,-0.2703596911969315
KDP,MNST,-0.2702535494731987
MNST,KDP,-0.2702535494731987
PEP,ADSK,-0.2697214402116555
ADSK,PEP,-0.2697214402116555
DXCM,VRSK,-0.2695224431154973
VRSK,DXCM,-0.2695224431154973
AZN,MAR,-0.2695100577311941
MAR,AZN,-0.2695100577311941
ROST,PYPL,-0.2689638573694669
PYPL,ROST,-0.2689638573694669
PEP,CTSH,-0.2685975866792388
CTSH,PEP,-0.2685975866792388
ADBE,ZM,-0.2685639558426145
ZM,ADBE,-0.2685639558426145
CPRT,SIRI,-0.2682569434327879
SIRI,CPRT,-0.2682569434327879
INTC,DXCM,-0.2670679658099192
DXCM,INTC,-0.2670679658099192
TMUS,CPRT,-0.2666254066461482
CPRT,TMUS,-0.2666254066461482
CSGP,ENPH,-0.2660431637959129
ENPH,CSGP,-0.2660431637959129
SBUX,AMGN,-0.2658205839496417
AMGN,SBUX,-0.2658205839496417
MRNA,ROST,-0.2652460955968151
ROST,MRNA,-0.2652460955968151
MSFT,TMUS,-0.2651790525477488
TMUS,MSFT,-0.2651790525477488
ADP,ASML,-0.2650654000749599
ASML,ADP,-0.2650654000749599
ON,EXC,-0.2649137746386986
EXC,ON,-0.2649137746386986
NXPI,PYPL,-0.2646025130031815
PYPL,NXPI,-0.2646025130031815
SIRI,MSFT,-0.2635078693129809
MSFT,SIRI,-0.2635078693129809
MDLZ,MRNA,-0.2622112792005522
MRNA,MDLZ,-0.2622112792005522
PANW,SIRI,-0.2619848545064887
SIRI,PANW,-0.2619848545064887
FANG,IDXX,-0.2606659835025524
IDXX,FANG,-0.2606659835025524
WDAY,WBD,-0.2593679269238245
WBD,WDAY,-0.2593679269238245
AZN,AVGO,-0.2591322701781649
AVGO,AZN,-0.2591322701781649
PCAR,GFS,-0.2587992250533609
GFS,PCAR,-0.2587992250533609
DXCM,CTSH,-0.25877103286814
CTSH,DXCM,-0.25877103286814
AMGN,HON,-0.2574531024883938
HON,AMGN,-0.2574531024883938
WBD,AMAT,-0.257336069254387
AMAT,WBD,-0.257336069254387
SIRI,TTD,-0.2571120705256216
TTD,SIRI,-0.2571120705256216
SBUX,MU,-0.2562257748675978
MU,SBUX,-0.2562257748675978
ADSK,MRNA,-0.2556240890354994
MRNA,ADSK,-0.2556240890354994
ASML,REGN,-0.255269852353894
REGN,ASML,-0.255269852353894
PDD,ASML,-0.255078141125203
ASML,PDD,-0.255078141125203
VRTX,DXCM,-0.2550680788643284
DXCM,VRTX,-0.2550680788643284
CEG,IDXX,-0.2541136574521319
IDXX,CEG,-0.2541136574521319
ZM,AMGN,-0.2540995381190393
AMGN,ZM,-0.2540995381190393
ASML,GILD,-0.253857663266869
GILD,ASML,-0.253857663266869
NXPI,AZN,-0.2538297581885417
AZN,NXPI,-0.2538297581885417
ILMN,ADSK,-0.2536733000755389
ADSK,ILMN,-0.2536733000755389
TXN,NFLX,-0.2536553485050132
NFLX,TXN,-0.2536553485050132
EBAY,AMZN,-0.2534554227592623
AMZN,EBAY,-0.2534554227592623
FANG,ALGN,-0.2531316378883358
ALGN,FANG,-0.2531316378883358
VRTX,QCOM,-0.2529304595712314
QCOM,VRTX,-0.2529304595712314
MU,PEP,-0.2528840783568092
PEP,MU,-0.2528840783568092
GEHC,JD,-0.2525872016352072
JD,GEHC,-0.2525872016352072
TEAM,TMUS,-0.2523872609958351
TMUS,TEAM,-0.2523872609958351
